Entity,Latitude,Longitude,Code,Year,Percentage
Niger,17.607789,8.081666,NER,1992,93.38
Niger,17.607789,8.081666,NER,1994,93.61
Niger,17.607789,8.081666,NER,2005,90.04
Niger,17.607789,8.081666,NER,2007,90.08
Niger,17.607789,8.081666,NER,2011,81.75
Niger,17.607789,8.081666,NER,2014,75.46
Nigeria,9.081999,8.675277,NGA,1985,70.64
Nigeria,9.081999,8.675277,NGA,1992,76.15
Nigeria,9.081999,8.675277,NGA,1996,81.04
Nigeria,9.081999,8.675277,NGA,2003,78.51
Nigeria,9.081999,8.675277,NGA,2009,76.46
Pakistan,30.375321,69.345116,PAK,1987,86.67
Pakistan,30.375321,69.345116,PAK,1990,85.57
Pakistan,30.375321,69.345116,PAK,1996,60.54
Pakistan,30.375321,69.345116,PAK,1998,63.82
Pakistan,30.375321,69.345116,PAK,2001,70.04
Pakistan,30.375321,69.345116,PAK,2004,58.08
Pakistan,30.375321,69.345116,PAK,2005,57.05
Pakistan,30.375321,69.345116,PAK,2007,52.88
Pakistan,30.375321,69.345116,PAK,2010,44.92
Pakistan,30.375321,69.345116,PAK,2011,43.58
Pakistan,30.375321,69.345116,PAK,2013,36.88
Panama,8.537981,-80.782127,PAN,1989,33.17
Panama,8.537981,-80.782127,PAN,1991,30.88
Panama,8.537981,-80.782127,PAN,1995,24.08
Panama,8.537981,-80.782127,PAN,1997,22.79
Panama,8.537981,-80.782127,PAN,1998,22.92
Panama,8.537981,-80.782127,PAN,1999,20.44
Panama,8.537981,-80.782127,PAN,2000,21.79
Panama,8.537981,-80.782127,PAN,2001,25.05
Panama,8.537981,-80.782127,PAN,2002,21.8
Panama,8.537981,-80.782127,PAN,2003,20.8
Panama,8.537981,-80.782127,PAN,2004,19.74
Panama,8.537981,-80.782127,PAN,2005,18.84
Panama,8.537981,-80.782127,PAN,2006,19.33
Panama,8.537981,-80.782127,PAN,2007,16.42
Panama,8.537981,-80.782127,PAN,2008,11.99
Panama,8.537981,-80.782127,PAN,2009,9.46
Panama,8.537981,-80.782127,PAN,2010,10.7
Panama,8.537981,-80.782127,PAN,2011,9.49
Panama,8.537981,-80.782127,PAN,2012,9.91
Panama,8.537981,-80.782127,PAN,2013,7.98
Panama,8.537981,-80.782127,PAN,2014,8.37
Papua New Guinea,-6.314993,143.95555,PNG,1996,70.18
Papua New Guinea,-6.314993,143.95555,PNG,2009,64.68
Paraguay,-23.442503,-58.443832,PRY,1990,4.22
Paraguay,-23.442503,-58.443832,PRY,1995,22.7
Paraguay,-23.442503,-58.443832,PRY,1997,19.01
Paraguay,-23.442503,-58.443832,PRY,1999,19.33
Paraguay,-23.442503,-58.443832,PRY,2001,17.66
Paraguay,-23.442503,-58.443832,PRY,2002,26.17
Paraguay,-23.442503,-58.443832,PRY,2003,19.4
Paraguay,-23.442503,-58.443832,PRY,2004,17.25
Paraguay,-23.442503,-58.443832,PRY,2005,16.08
Paraguay,-23.442503,-58.443832,PRY,2006,20.37
Paraguay,-23.442503,-58.443832,PRY,2007,16.5
Paraguay,-23.442503,-58.443832,PRY,2008,14.1
Paraguay,-23.442503,-58.443832,PRY,2009,14.46
Paraguay,-23.442503,-58.443832,PRY,2010,13.45
Paraguay,-23.442503,-58.443832,PRY,2011,12.14
Paraguay,-23.442503,-58.443832,PRY,2012,9.66
Paraguay,-23.442503,-58.443832,PRY,2013,6.3
Paraguay,-23.442503,-58.443832,PRY,2014,6.99
Peru,-9.189967,-75.015152,PER,1985,36.51
Peru,-9.189967,-75.015152,PER,1994,32.66
Peru,-9.189967,-75.015152,PER,1997,32.07
Peru,-9.189967,-75.015152,PER,1998,30.34
Peru,-9.189967,-75.015152,PER,1999,31.01
Peru,-9.189967,-75.015152,PER,2000,29.87
Peru,-9.189967,-75.015152,PER,2001,32.61
Peru,-9.189967,-75.015152,PER,2002,29.43
Peru,-9.189967,-75.015152,PER,2003,27.23
Peru,-9.189967,-75.015152,PER,2004,25.5
Peru,-9.189967,-75.015152,PER,2005,27.37
Peru,-9.189967,-75.015152,PER,2006,23.99
Peru,-9.189967,-75.015152,PER,2007,20.84
Peru,-9.189967,-75.015152,PER,2008,17.46
Peru,-9.189967,-75.015152,PER,2009,15.35
Peru,-9.189967,-75.015152,PER,2010,13.01
Peru,-9.189967,-75.015152,PER,2011,11.69
Peru,-9.189967,-75.015152,PER,2012,10.79
Peru,-9.189967,-75.015152,PER,2013,9.7
Peru,-9.189967,-75.015152,PER,2014,9.01
Philippines,12.879721,121.774017,PHL,1985,55.82
Philippines,12.879721,121.774017,PHL,1988,53.52
Philippines,12.879721,121.774017,PHL,1991,52.03
Philippines,12.879721,121.774017,PHL,1994,50.15
Philippines,12.879721,121.774017,PHL,1997,41.7
Philippines,12.879721,121.774017,PHL,2000,43.08
Philippines,12.879721,121.774017,PHL,2003,40
Philippines,12.879721,121.774017,PHL,2006,40.66
Philippines,12.879721,121.774017,PHL,2009,36.45
Philippines,12.879721,121.774017,PHL,2012,37.61
Poland,51.919438,19.145136,POL,1985,0.39
Poland,51.919438,19.145136,POL,1987,0.32
Poland,51.919438,19.145136,POL,1989,0.21
Poland,51.919438,19.145136,POL,1993,2.63
Poland,51.919438,19.145136,POL,1996,18.38
Poland,51.919438,19.145136,POL,1998,0.76
Poland,51.919438,19.145136,POL,1999,0.87
Poland,51.919438,19.145136,POL,2000,1.1
Poland,51.919438,19.145136,POL,2001,1.26
Poland,51.919438,19.145136,POL,2002,1.43
Poland,51.919438,19.145136,POL,2003,0.91
Poland,51.919438,19.145136,POL,2004,1.14
Poland,51.919438,19.145136,POL,2005,1.37
Poland,51.919438,19.145136,POL,2006,1.62
Poland,51.919438,19.145136,POL,2007,0.51
Poland,51.919438,19.145136,POL,2008,0.38
Poland,51.919438,19.145136,POL,2009,0.28
Poland,51.919438,19.145136,POL,2010,1
Poland,51.919438,19.145136,POL,2011,0.35
Poland,51.919438,19.145136,POL,2012,0.26
Poland,51.919438,19.145136,POL,2013,0.26
Poland,51.919438,19.145136,POL,2014,0.31
Romania,45.943161,24.96676,ROU,1989,0.65
Romania,45.943161,24.96676,ROU,1992,2.53
Romania,45.943161,24.96676,ROU,1994,39.75
Romania,45.943161,24.96676,ROU,1998,11.53
Romania,45.943161,24.96676,ROU,1999,26.42
Romania,45.943161,24.96676,ROU,2000,28.84
Romania,45.943161,24.96676,ROU,2001,22.97
Romania,45.943161,24.96676,ROU,2002,22.24
Romania,45.943161,24.96676,ROU,2003,18.86
Romania,45.943161,24.96676,ROU,2004,14.74
Romania,45.943161,24.96676,ROU,2005,11.83
Romania,45.943161,24.96676,ROU,2006,11.74
Romania,45.943161,24.96676,ROU,2007,8.99
Romania,45.943161,24.96676,ROU,2008,11.45
Romania,45.943161,24.96676,ROU,2009,9.89
Romania,45.943161,24.96676,ROU,2010,11.33
Romania,45.943161,24.96676,ROU,2011,12.43
Romania,45.943161,24.96676,ROU,2012,11.6
Romania,45.943161,24.96676,ROU,2013,4.05
Russia,61.52401,105.318756,RUS,1988,12.26
Russia,61.52401,105.318756,RUS,1993,10.11
Russia,61.52401,105.318756,RUS,1996,10.73
Russia,61.52401,105.318756,RUS,1997,5.12
Russia,61.52401,105.318756,RUS,1998,7.25
Russia,61.52401,105.318756,RUS,1999,12.38
Russia,61.52401,105.318756,RUS,2000,9.22
Russia,61.52401,105.318756,RUS,2001,8.06
Russia,61.52401,105.318756,RUS,2002,4.25
Russia,61.52401,105.318756,RUS,2003,5.11
Russia,61.52401,105.318756,RUS,2004,4.1
Russia,61.52401,105.318756,RUS,2005,3.21
Russia,61.52401,105.318756,RUS,2006,2.79
Russia,61.52401,105.318756,RUS,2007,1.24
Russia,61.52401,105.318756,RUS,2008,0.44
Russia,61.52401,105.318756,RUS,2009,0.43
Russia,61.52401,105.318756,RUS,2010,0.85
Russia,61.52401,105.318756,RUS,2011,0.56
Russia,61.52401,105.318756,RUS,2012,0.48
Rwanda,-1.940278,29.873888,RWA,1984,88.6
Rwanda,-1.940278,29.873888,RWA,2000,89.65
Rwanda,-1.940278,29.873888,RWA,2005,84.05
Rwanda,-1.940278,29.873888,RWA,2010,80.66
Rwanda,-1.940278,29.873888,RWA,2013,80.6
Saint Lucia,13.909444,-60.978893,LCA,1995,61.77
Samoa,-13.759029,-172.104629,WSM,2008,8.35
Sao Tome and Principe,0.18636,6.613081,STP,2000,62.27
Sao Tome and Principe,0.18636,6.613081,STP,2010,68.1
Senegal,14.497401,-14.452362,SEN,1991,83.81
Senegal,14.497401,-14.452362,SEN,1994,82.09
Senegal,14.497401,-14.452362,SEN,2001,75.42
Senegal,14.497401,-14.452362,SEN,2005,66.38
Senegal,14.497401,-14.452362,SEN,2011,66.26
Serbia,44.016521,21.005859,SRB,2002,1.28
Serbia,44.016521,21.005859,SRB,2003,1.78
Serbia,44.016521,21.005859,SRB,2004,2.74
Serbia,44.016521,21.005859,SRB,2005,3.99
Serbia,44.016521,21.005859,SRB,2006,1.74
Serbia,44.016521,21.005859,SRB,2007,1.16
Serbia,44.016521,21.005859,SRB,2008,0.79
Serbia,44.016521,21.005859,SRB,2009,1.19
Serbia,44.016521,21.005859,SRB,2010,1.65
Serbia,44.016521,21.005859,SRB,2013,1.33
Seychelles,-4.679574,55.491977,SYC,1999,2.37
Seychelles,-4.679574,55.491977,SYC,2006,0.97
Seychelles,-4.679574,55.491977,SYC,2013,2.46
Sierra Leone,8.460555,-11.779889,SLE,1989,78.33
Sierra Leone,8.460555,-11.779889,SLE,2003,80.87
Sierra Leone,8.460555,-11.779889,SLE,2011,79.96
Slovakia,48.669026,19.699024,SVK,1996,1.95
Slovakia,48.669026,19.699024,SVK,2004,0.48
Slovakia,48.669026,19.699024,SVK,2005,0.45
Slovakia,48.669026,19.699024,SVK,2006,0.04
Slovakia,48.669026,19.699024,SVK,2007,0.86
Slovakia,48.669026,19.699024,SVK,2008,0.53
Slovakia,48.669026,19.699024,SVK,2010,0.51
Slovakia,48.669026,19.699024,SVK,2011,0.53
Slovakia,48.669026,19.699024,SVK,2012,0.42
Slovenia,46.151241,14.995463,SVN,1987,0.06
Slovenia,46.151241,14.995463,SVN,1993,0.1
Slovenia,46.151241,14.995463,SVN,1998,0.06
Slovenia,46.151241,14.995463,SVN,2002,0.13
Slovenia,46.151241,14.995463,SVN,2004,0.21
Slovenia,46.151241,14.995463,SVN,2005,0.18
Slovenia,46.151241,14.995463,SVN,2006,0.1
Slovenia,46.151241,14.995463,SVN,2007,0.09
Slovenia,46.151241,14.995463,SVN,2008,0.01
Slovenia,46.151241,14.995463,SVN,2009,0.03
Slovenia,46.151241,14.995463,SVN,2010,0.01
Slovenia,46.151241,14.995463,SVN,2011,0.01
Slovenia,46.151241,14.995463,SVN,2012,0.05
Solomon Islands,-9.64571,160.156194,SLB,2005,69.26
South Africa,-30.559482,22.937506,ZAF,1993,46.67
South Africa,-30.559482,22.937506,ZAF,1996,52.86
South Africa,-30.559482,22.937506,ZAF,2000,49.97
South Africa,-30.559482,22.937506,ZAF,2006,46.84
South Africa,-30.559482,22.937506,ZAF,2008,35.75
South Africa,-30.559482,22.937506,ZAF,2011,34.68
Sri Lanka,7.873054,80.771797,LKA,1985,43.07
Sri Lanka,7.873054,80.771797,LKA,1990,40.45
Sri Lanka,7.873054,80.771797,LKA,1995,38.94
Sri Lanka,7.873054,80.771797,LKA,2002,33.9
Sri Lanka,7.873054,80.771797,LKA,2006,21.66
Sri Lanka,7.873054,80.771797,LKA,2009,16.73
Sri Lanka,7.873054,80.771797,LKA,2012,14.59
Sudan,12.862807,30.217636,SDN,2009,38.94
Suriname,3.919305,-56.027783,SUR,1999,40.76
Swaziland,-26.522503,31.465866,SWZ,1994,91.44
Swaziland,-26.522503,31.465866,SWZ,2000,70.28
Swaziland,-26.522503,31.465866,SWZ,2009,63.12
Tajikistan,38.861034,71.276093,TJK,1999,86.06
Tajikistan,38.861034,71.276093,TJK,2003,64.78
Tajikistan,38.861034,71.276093,TJK,2004,46.29
Tajikistan,38.861034,71.276093,TJK,2007,32.65
Tajikistan,38.861034,71.276093,TJK,2009,23.43
Tajikistan,38.861034,71.276093,TJK,2012,63.34
Tajikistan,38.861034,71.276093,TJK,2013,60.82
Tajikistan,38.861034,71.276093,TJK,2014,56.67
Tanzania,-6.369028,34.888822,TZA,1991,88.66
Tanzania,-6.369028,34.888822,TZA,2000,95.26
Tanzania,-6.369028,34.888822,TZA,2007,77.89
Tanzania,-6.369028,34.888822,TZA,2011,76.1
Thailand,15.870032,100.992541,THA,1981,41.53
Thailand,15.870032,100.992541,THA,1988,38.22
Thailand,15.870032,100.992541,THA,1990,34.31
Thailand,15.870032,100.992541,THA,1992,27.36
Thailand,15.870032,100.992541,THA,1994,17.87
Thailand,15.870032,100.992541,THA,1996,13.93
Thailand,15.870032,100.992541,THA,1998,12.93
Thailand,15.870032,100.992541,THA,1999,17.16
Thailand,15.870032,100.992541,THA,2000,16.97
Thailand,15.870032,100.992541,THA,2002,10.75
Thailand,15.870032,100.992541,THA,2004,8.01
Thailand,15.870032,100.992541,THA,2006,5.51
Thailand,15.870032,100.992541,THA,2007,3.74
Thailand,15.870032,100.992541,THA,2008,2.97
Thailand,15.870032,100.992541,THA,2009,2.59
Thailand,15.870032,100.992541,THA,2010,2.09
Thailand,15.870032,100.992541,THA,2011,1.17
Thailand,15.870032,100.992541,THA,2012,1.23
Thailand,15.870032,100.992541,THA,2013,0.92
Timor,-8.874217,125.727539,TLS,2001,72.84
Timor,-8.874217,125.727539,TLS,2007,80.01
Togo,8.619543,0.824782,TGO,2006,76.69
Togo,8.619543,0.824782,TGO,2011,74.54
Tonga,-21.178986,-175.198242,TON,2001,7.58
Tonga,-21.178986,-175.198242,TON,2009,8.19
Trinidad and Tobago,10.691803,-61.222503,TTO,1988,7.7
Trinidad and Tobago,10.691803,-61.222503,TTO,1992,12.24
Tunisia,33.886917,9.537499,TUN,1985,34.59
Tunisia,33.886917,9.537499,TUN,1990,27.42
Tunisia,33.886917,9.537499,TUN,1995,28.69
Tunisia,33.886917,9.537499,TUN,2000,20.15
Tunisia,33.886917,9.537499,TUN,2005,13.26
Tunisia,33.886917,9.537499,TUN,2010,8.41
Turkey,38.963745,35.243322,TUR,1987,9.75
Turkey,38.963745,35.243322,TUR,1994,12.08
Turkey,38.963745,35.243322,TUR,2002,9.94
Turkey,38.963745,35.243322,TUR,2003,13.2
Turkey,38.963745,35.243322,TUR,2004,9.08
Turkey,38.963745,35.243322,TUR,2005,9.34
Turkey,38.963745,35.243322,TUR,2006,7.76
Turkey,38.963745,35.243322,TUR,2007,6.32
Turkey,38.963745,35.243322,TUR,2008,5.36
Turkey,38.963745,35.243322,TUR,2009,4.57
Turkey,38.963745,35.243322,TUR,2010,4.25
Turkey,38.963745,35.243322,TUR,2011,3.99
Turkey,38.963745,35.243322,TUR,2012,3.1
Turkey,38.963745,35.243322,TUR,2013,2.62
Turkmenistan,38.969719,59.556278,TKM,1988,76.22
Turkmenistan,38.969719,59.556278,TKM,1998,69.14
Tuvalu,-7.109535,177.64933,TUV,2010,16.28
Uganda,1.373333,32.290275,UGA,1989,95.29
Uganda,1.373333,32.290275,UGA,1992,87.8
Uganda,1.373333,32.290275,UGA,1996,83.37
Uganda,1.373333,32.290275,UGA,1999,84.64
Uganda,1.373333,32.290275,UGA,2002,82.48
Uganda,1.373333,32.290275,UGA,2005,76.33
Uganda,1.373333,32.290275,UGA,2009,69.37
Uganda,1.373333,32.290275,UGA,2012,64.95
Ukraine,48.379433,31.16558,UKR,1988,6.64
Ukraine,48.379433,31.16558,UKR,1992,11.79
Ukraine,48.379433,31.16558,UKR,1993,8.3
Ukraine,48.379433,31.16558,UKR,1995,18.96
Ukraine,48.379433,31.16558,UKR,1996,21.37
Ukraine,48.379433,31.16558,UKR,1999,34.65
Ukraine,48.379433,31.16558,UKR,2002,10.58
Ukraine,48.379433,31.16558,UKR,2003,6.25
Ukraine,48.379433,31.16558,UKR,2004,4.97
Ukraine,48.379433,31.16558,UKR,2005,2.26
Ukraine,48.379433,31.16558,UKR,2006,1.4
Ukraine,48.379433,31.16558,UKR,2007,1.03
Ukraine,48.379433,31.16558,UKR,2008,0.4
Ukraine,48.379433,31.16558,UKR,2009,0.55
Ukraine,48.379433,31.16558,UKR,2010,0.25
Ukraine,48.379433,31.16558,UKR,2011,0.17
Ukraine,48.379433,31.16558,UKR,2012,0.2
Ukraine,48.379433,31.16558,UKR,2013,0.08
Ukraine,48.379433,31.16558,UKR,2014,0.12
Uruguay,-32.522779,-55.765835,URY,1981,3.92
Uruguay,-32.522779,-55.765835,URY,1989,2.11
Uruguay,-32.522779,-55.765835,URY,1992,2.02
Uruguay,-32.522779,-55.765835,URY,1995,2.28
Uruguay,-32.522779,-55.765835,URY,1996,2.76
Uruguay,-32.522779,-55.765835,URY,1997,2.37
Uruguay,-32.522779,-55.765835,URY,1998,2.53
Uruguay,-32.522779,-55.765835,URY,2000,2.63
Uruguay,-32.522779,-55.765835,URY,2001,3.35
Uruguay,-32.522779,-55.765835,URY,2002,4.32
Uruguay,-32.522779,-55.765835,URY,2003,5.22
Uruguay,-32.522779,-55.765835,URY,2004,6.88
Uruguay,-32.522779,-55.765835,URY,2005,6.11
Uruguay,-32.522779,-55.765835,URY,2006,4.67
Uruguay,-32.522779,-55.765835,URY,2007,3.78
Uruguay,-32.522779,-55.765835,URY,2008,2.55
Uruguay,-32.522779,-55.765835,URY,2009,2.11
Uruguay,-32.522779,-55.765835,URY,2010,1.61
Uruguay,-32.522779,-55.765835,URY,2011,1.61
Uruguay,-32.522779,-55.765835,URY,2012,1.67
Uruguay,-32.522779,-55.765835,URY,2013,1.56
Uruguay,-32.522779,-55.765835,URY,2014,1.3
Uzbekistan,41.377491,64.585262,UZB,1988,3.36
Uzbekistan,41.377491,64.585262,UZB,1998,69.15
Uzbekistan,41.377491,64.585262,UZB,2000,88.71
Uzbekistan,41.377491,64.585262,UZB,2002,87.99
Uzbekistan,41.377491,64.585262,UZB,2003,87.82
Vanuatu,-15.376706,166.959158,VUT,2010,38.8
Venezuela,6.42375,-66.58973,VEN,1981,9.52
Venezuela,6.42375,-66.58973,VEN,1987,10.24
Venezuela,6.42375,-66.58973,VEN,1989,13.91
Venezuela,6.42375,-66.58973,VEN,1992,8.53
Venezuela,6.42375,-66.58973,VEN,1995,18.34
Venezuela,6.42375,-66.58973,VEN,1998,20.29
Venezuela,6.42375,-66.58973,VEN,1999,20.47
Venezuela,6.42375,-66.58973,VEN,2001,19.05
Venezuela,6.42375,-66.58973,VEN,2002,27.83
Venezuela,6.42375,-66.58973,VEN,2003,33.58
Venezuela,6.42375,-66.58973,VEN,2004,29.08
Venezuela,6.42375,-66.58973,VEN,2005,23.97
Venezuela,6.42375,-66.58973,VEN,2006,14.9
Vietnam,14.058324,108.277199,VNM,1992,77.09
Vietnam,14.058324,108.277199,VNM,1998,69.11
Vietnam,14.058324,108.277199,VNM,2002,69.32
Vietnam,14.058324,108.277199,VNM,2004,58.46
Vietnam,14.058324,108.277199,VNM,2006,51.15
Vietnam,14.058324,108.277199,VNM,2008,45.61
Vietnam,14.058324,108.277199,VNM,2010,18.05
Vietnam,14.058324,108.277199,VNM,2012,13.86
Vietnam,14.058324,108.277199,VNM,2014,12.02
Zambia,-13.133897,27.849332,ZMB,1991,68.17
Zambia,-13.133897,27.849332,ZMB,1993,72.87
Zambia,-13.133897,27.849332,ZMB,1996,63.29
Zambia,-13.133897,27.849332,ZMB,1998,64.25
Zambia,-13.133897,27.849332,ZMB,2002,75.08
Zambia,-13.133897,27.849332,ZMB,2004,74.02
Zambia,-13.133897,27.849332,ZMB,2006,76.86
Zambia,-13.133897,27.849332,ZMB,2010,78.87
Zimbabwe,-19.015438,29.154857,ZWE,2011,45.5
